recipe_id,rating,name,n_steps,ingredients,steps,n_ingredients
180734,5,summer beer,3,"['pink lemonade', 'light beer', 'vodka']","['mix a 2 quart lemonade powder mix with less than 2 quarts of water', 'add beer and vodka and mix', 'serve with ice and enjoy !']",3
234519,4,pina colada slush for grownups,3,"['cream of coconut', 'pineapple juice', 'vanilla ice cream', 'rum', 'cream soda']","['put all ingredients in a large container and mix well with electric mixer or blender', 'freeze in plastic containers at least 3 hours', 'serve in glasses half full of slush and half of cream soda or mountain dew , unless you want to use less soda for a bigger kick !']",5
291601,4,peaches n cream martini,3,"['vanilla vodka', 'peach schnapps', 'peach puree', 'light cream']","['combine the vodka , peach schnapps , peach puree , and light cream in a cocktail shaker filled with ice', 'shake moderately', 'strain into a chilled martini glass']",4
307764,5,fudge slide,2,"['chocolate vodka', 'coffee liqueur', 'irish cream']","['shake all ingredients with ice', 'strain and serve in a cocktail glass']",3
11414,5,rainmaker  cocktail,2,"['ice', 'southern comfort', 'cranberry juice', 'fresh lime juice']","['mix all ingredients in a blender until smooth', 'pour into wine glasses']",4
409704,5,sandra lee s rose sangria,5,"['rose wine', 'sprite', 'light rum', 'brandy', 'ice cube', 'apple', 'red grapes', 'lemon slice', 'lime slice']","['combine wine , sprite , rum , and brandy in a clear glass pitcher filled halfway with ice cubes', 'stir with a long wooden spoon', 'add a few slices of apple , halved grapes , and lemon and lime slices to pitcher', 'stir once more', 'pour sangra into tulip glasses']",9
108621,5,tootsie roll    the drink,5,"['coffee liqueur', 'orange juice', 'ice']","['fill an on the rocks glass with ice and pour in coffee liqueur', 'pour orange juice in next', 'stir', 'drink the tootsie roll goodness', 'please do not be swayed by the color of the drink ~ but instead enjoy the refreshing flavor !']",3
77035,4,french truffle,4,"['brandy', 'dark creme de cacao', 'coffee', 'whipped cream']","['add the brandy and creme de cacao to a mug', 'stir to combine', 'fill with hot coffee', 'top with whipped cream']",4
284368,5,butter chocolate bliss martini,4,"['kahlua', 'butterscotch schnapps', 'milk']","['add all ingredients to a martini shaker', 'fill with ice', 'shake', 'serve in cocktail glass']",3
188653,3,satan s whisker cocktail,1,"['gin', 'dry vermouth', 'sweet vermouth', 'orange juice', 'cointreau liqueur', 'orange bitters']","['add all ingredients , stir with ice , strain and serve']",6
484107,4,lemonade lychee and coconut cocktails,5,"['water', 'sugar', 'lemon juice', 'malibu rum', 'light syrup', 'ice']","['in a saucepan , bring to boil 1 cup water and sugar stirring until sugar is dissolved', 'pour in a pitcher', 'add lemon juice , rum , lytchi and their syrup', 'put in fridge around 4 hours or all night', 'serve with ice']",6
147818,4,suburban cocktail,6,"['gin', 'cranberry juice']","['add a splash of orange-flavoured liqueur', 'fill cocktail shaker with ice', 'add gin , cranberry juice and orange liqueur', 'shake well to blend and chill', 'strain into martini glass', 'garnish with an orange twist']",2
46545,5,hot schnnocolate  hot chocolate   peppermint schnapps,8,"['whipping cream', 'sugar', 'hot cocoa', 'peppermint schnapps', 'cherries']","['beat whipping cream , while adding sugar slowly , until it forms peaks', 'set aside', 'prepare hot chocolate according to directions', 'add peppermint schnapps and stir', 'pour into individual glasses or mugs and top with whipped cream and a cherry', 'other ideas: serve with a peppermint stick', 'sprinkle whipping cream with cocoa or candied sprinkles', 'decorate whipping cream with a few gold sprinkles for a festive look']",5
274757,4,sloe gin,12,"['sloes', 'sugar', 'gin', 'whole cloves', 'almond essence']","['wash and dry the sloes', 'either pop them in the freezer for a week or so , until the skins after cracked , or use a needle or sharp skewer to make holes in their skins', 'put the sloes into a large glass jar or bottle', 'add the sugar', 'pour on the gin', 'add the cloves and essence if using', 'seal the container', 'leave the container for at least two months', 'shake it every two or three days at first , then every week', 'strain the liquid into smaller bottles', 'the longer you wait before this step , the better the drink will taste', 'be warned - this is strong stuff !']",5
43624,5,jamaican shake,3,"['vanilla ice cream', 'milk', 'kahlua', 'grand marnier', 'amaretto']","['mix ice cream and milk in blender', 'add: the rest of ingredients to blender and blend', 'may adjust ingredients to taste']",5
300047,5,limoncello lavender and vanilla cream liqueur,14,"['lemons', 'vodka', 'milk', 'sugar', 'vanilla bean', 'dried lavender flowers']","['wash the lemons with a vegetable brush and hot water to remove any reside of pesticides or wax', 'pat the lemons dry', 'remove the zest from the lemons with a vegetable peeler', 'make sure to scrape off any of the bitter white pith from the zest and discard the pith', 'soak zest in vodka for 7 days', 'strain vodka through a fine-meshed sieve , discarding the zest', 'transfer vodka to a 2 quart glass bottle', 'in a blender add sugar vanilla and lavender and blend till fine and powdery', 'bring milk and sugar mixture to a boil then reduce to medium low heat , simmering uncovered , until reduced to about 6 cups', 'about 45 minutes', 'strain and cool sweetened flavored milk completely', 'then add to strained vodka', 'place in refrigerator or freezer for 3 days for flavors to meld', 'shake well before serving']",6
176480,5,calgary stampede beergarita,3,"['frozen limeade concentrate', 'tequila', 'lager beer', 'ice']","['combine all ingredients in a large pitcher', 'stir', 'enjoy']",4
115912,4,eye of the hurricane,4,"['passion fruit nectar', 'lime juice', 'club soda']","['combine syrup and lime juice in a mixing glass nearly filled with ice', 'strain in to a highball or collins glass nearly filled with ice', 'add soda', 'garnish with a wedge of lime']",3
366756,4,walk tall,2,"['white vermouth', 'gin', 'campari', 'orange liqueur', 'orange juice', 'club soda', 'orange peel']","['mix the vermouth , gin , campari , orange liqueur and orange juice well and pour into a highball glass full of ice cubes', 'top with a splash of club soda if you like and decorate with a twist of orange peel']",7
380797,5,dave s special  adult,4,"['ice', 'whiskey', 'grapefruit soda', 'orange juice', 'maraschino cherry juice', 'maraschino cherry']","['add ice to 16 ounce glass', 'pour whiskey , wink , orange juice , juice in glass and stir to mix', 'add maraschino cherry juice and top with a cherry', 'enjoy !']",6
185363,5,banana split  layered shot,3,"['grenadine', 'dark creme de cacao', 'amarula cream liqueur', 'banana liqueur', 'whipping cream']","['layer ingredients in the order listed', 'layering is achieved by slowly pouring the liquid over the back of a spoon so that it sits on top of the next ingredient', 'there is more information and video how-to links in the beverage forum in this thread:']",5
262566,5,creme brulee martini,6,"['vanilla vodka', 'frangelico', 'cointreau liqueur']","['combine ingredients in a shaker with ice', 'stir gently and strain into a chilled cocktail glass', ""a dash of cream can be added to this cocktail , but it's sweet enough on its own"", 'try adding the cream if the martini is a substitute for dessert', ""if it's for cocktail hour skip the cream"", 'try rimming the edge of the martini glasses in brown sugar']",3
256233,4,lime sunset non alcoholic cocktail,4,"['pineapple juice', 'cranberry juice cocktail', 'fresh lime juice', 'apricot nectar', 'lime slices', 'ginger ale']","['combine first 5 ingredients in a large pitcher', 'cover and chill', 'add ginger ale just before serving , and stir gently', 'pour over ice']",6
459539,5,butterscotch mulled cider,2,"['apple cider', 'butterscotch schnapps', 'cinnamon sticks']","['in a 6-quart slow cooker , combine all the ingredients', 'cover and cook on low for 3-4 hours or until heated through']",3
223827,5,strawberry pink squirrel,2,"['white creme de cacao', 'creme de noyaux', 'strawberry ice cream', 'fresh strawberries']","['mix creme de cacao , creme de noyaux and ice cream in a blender until smooth', 'pour into drink glass or parfait glass and top with 1-2 fresh strawberries']",4
143562,5,black jack cocktails or black jacks,2,"['whiskey', 'coffee liqueur', 'orange liqueur']","['shake in a shaker with shaved ice', 'strain into a cocktail glass , and enjoy']",3
116965,5,pina colada   non alcholic,6,"['coconut cream', 'sugar', 'canned crushed pineapple', 'water']","['combine coconut cream and sugar in a saucepan and boil until sugar is dissolved', 'allow to cool', 'blend pineapple with the water in a blender', 'add pineapple mixture to the coconut cream mixture', 'mix well', 'serve well chilled with ice cubes']",4
185231,5,death by chocolate,2,"['vodka', 'dark creme de cacao', 'amarula cream liqueur', 'chocolate ice cream']","['blend all ingredients together with crushed ice and serve', 'garnish with shavings of chocolate if desired']",4
292889,5,screaming chocolate monkey,1,"['malibu rum', 'banana syrup', 'chocolate syrup', 'milk']","['shake well and pour over ice , top with cherry or chocolate sprinkles']",4
189565,4,espressotini,4,"['vodka', 'espresso coffee', 'coffee liqueur', 'chambord raspberry liquor', 'simple syrup', 'coffee beans']","['put all ingredients into a shaker with ice', 'shake well', 'strain into a chilled martini glass', 'float 3 coffee beans on top , if desired']",6
346981,5,world s easiest pina colada rum martini,3,"['pineapple juice', 'coconut rum']","['shake over ice', 'pour into chilled glass', 'garnish with a slice of pineapple if desired']",2
123555,3,banana daiquiri,2,"['bananas', 'rum', 'corn syrup', 'lime juice', 'ice', 'maraschino cherry']","['combine ingredients expect for cherries in a blender and blend until smooth and frothy', 'pour into champaign or wine glasses and garnish with cherries']",6
321531,5,raspberry champagne cocktail,5,"['raspberry vodka', 'brut champagne', 'fresh raspberries']","['pour 1 t', 'vodka into each of six champagne flutes', 'swirl glasses to coat with vodka', 'fill with champagne', 'add raspberries and serve']",3
467493,5,blue caribbean sunset,4,"['vodka', 'coconut rum', 'lemonade', 'blue curacao']","['fill a highball glass with ice and add vodka and coconut rum', 'fill with lemonade', 'splash blue curacao', 'garnish with pineapple leaf and lemon wheel , if desired']",4
35215,5,wine cooler,3,"['red zinfandel wine', 'orange juice', 'lemon juice', 'sugar', 'club soda']","['mix together wine , orange juice , lemon juice , and sugar , stirring to dissolve sugar completely', 'just prior to serving , carefully pour in club soda and stir gently', 'serve']",5
181600,5,boston creme pie martini,3,"['vanilla vodka', 'chocolate liqueur', 'baileys irish cream']","['pour each ingredient into a shaker with ice', 'shake', 'serve in a martini glass']",3
234746,4,tivoli by night,2,"['cherry heering', 'pineapple juice', 'kahlua', 'ice cube', 'maraschino cherry', 'lemon']","['place cherry liqueur , pineapple juice and kahlua in a shaker with ice cubes', 'strain into a glass , serve garnished with maraschino cherry and lemon slice']",6
308061,5,little ginger,2,"['cognac', 'mint leaves', 'lime', 'ginger ale', 'ice']","['build ingredients over mint , lime and ice in a highball glass', 'enjoy !']",5
65761,5,frozen watermelon daiquiris,5,"['watermelon', 'sugar', 'lime juice', 'light rum', 'mint leaf']","['put watermelon , sugar , lime juice , and rum in food processor or blender', 'process until slushy', 'freeze about 2 hours , until very thick and slushy', 'spoon into glasses', 'garnish with mint leaves']",5
263988,4,melon coly,2,"['rum', 'watermelon', 'pineapple juice', 'grenadine']","['put ingredients in a blender and blend with crushed ice', 'pour over ice in a tall glass']",4
329172,4,hot apple pie  adult beverage,3,"['apple cider', 'tuaca liqueur', 'whipped cream', 'cinnamon']","['heat up apple cider in mug in microwave or on stove top in saucepan', 'add tuaca and stir', 'top with whipped cream and cinnamon']",4
449287,5,yungueno  bolivian cocktail,4,"['orange juice', 'brandy', 'sugar', 'cold water']","['place all ingredients in a shaker', 'mix very well', 'chill', 'this should be served very cold']",4
71103,5,sunrise mimosa,5,"['orange juice', 'cranberry juice', 'spumanti']","['add the orange juice and cranberry juice to a pitcher', 'stir to mix', 'pour evenly into 6 champagne or wine glasses', 'pour 1 / 3 cup asti spumanti into each glass', 'serve immediately']",3
288431,5,class act cocktail,2,"['southern comfort', 'advocaat', 'coconut rum', 'pineapple juice']","['pour all ingredients into a shaker of ice , shake , then strain into a rocks glass full of ice', 'drinker will have to constantly mix the drink in his glass as the advocaat will settle']",4
177321,5,watermelon mint margaritas,7,"['watermelon', 'fresh lime juice', 'sugar', 'tequila', 'lime zest', 'fresh mint leaves', 'mint sprig']","['place watermelon in a single layer on a baking sheet', 'freeze 4 hours or until firm', 'coat rims of cocktail glasses with lime juice', 'dip in sugar', 'process frozen watermelon , tequila , and next 4 ingredients in a blender until slushy', 'pour into glasses', 'garnish , if desired']",7
237475,4,pomegranate raspberry margaritas,4,"['pomegranate juice', 'ice cubes', 'frozen raspberries', 'tequila', 'orange liqueur', 'lime juice', 'powdered sugar']","['freeze pomegranate juice in and ice cube tray for 4 hours , or until the juice is solid', 'in a blender , add the frozen juice , 1 1 / 2 cups ice cubes , raspberries , tequila , orange liqueur , lime juice , and sugar', 'blend mixture until smooth', 'pour into glasses and serve immediately']",7
121754,4,strawberry champagne,4,"['champagne', 'vodka', 'brandy', 'strawberries', 'ice']","['cut 1 of the strawberries in half and place in bottom of wine glass', 'fill wine glass 1 / 2 way with crushed ice', 'pour remaining ingredients into glass', 'garnish with a strawberry , and serve']",5
173268,5,canadian maple liqueur,4,"['canadian rye whisky', 'pure maple syrup']","['pour ingredients into a pint jar with a tight fitting lid or cork', 'shake vigorously', 'put in refrigerator for 2 weeks', 'store in refrigerator']",2
480228,5,fen s fang,3,"['pineapple chunks', 'cream of coconut', 'gingerroot', 'tequila', 'rum', 'creme de almond', 'orange juice concentrate', 'ice cubes', 'cherries']","['combine 2 pineapple chunks , cream of coconut , ginger , tequila , rum , creme de almond , orange juice and ice in blender', 'process until foamy', 'pour into glass , garnish with 2 pineapple chunksa nd maraschino cherry']",9
100966,4,dracula s blood,2,"['vodka', 'peach schnapps', 'cranberry juice']","['shake ingredients together with ice', 'pour into a tall glass']",3
318559,5,tropical mango rita slushie  hungry girl  2 ww points,6,"['diet v8 splash', 'frozen mango chunks', 'tequila', 'crystal light sugar free low calorie lemonade mix', 'ice']","['place all of the ingredients in a blender and blend until smooth', 'enjoy !', 'makes 1 serving', 'hg alternative ! swap the alcohol for extra diet v8 splash', 'your non-alcoholic sipper will contain 40 fat-free calories , 10g carbs , and 1g fiber', 'sweet !']",5
319511,3,cheesecake shot,4,"['irish cream', 'pineapple juice', 'grenadine']","[""mix bailey's and pineapple juice in a tin shaker"", 'do not shake ! stir lightly', 'pour grenadine in bottom of glass and fill rest with mixture', 'shoot and enjoy !']",3
338895,0,godiva irish coffee,3,"['chocolate liqueur', 'irish cream', 'hot coffee']","['pour all ingredients in mug', 'stir', 'garnish with whipped cream']",3
81161,5,lush slush,9,"['sugar', 'water', 'frozen orange juice', 'frozen lemonade', 'rum']","['prepare in large tuperware type container with lid that will fit in your freezer', 'stir well , put the lid on and freeze mixture', 'you will need to give it a stir every few hours', 'when slushy , serve in a tall glass with half squirt / fresca or 7up / sprite', 'ratio 1 / 2 slush and 1 / 2 pop', 'garnish with a cherry', 'i have always made it with brandy', 'the apricot and peach are the prettiest drinks-- the blackberry turned out the color of icy ditch water', 'we drank it anyway !']",5
250168,4,rhino,3,"['kahlua', 'amarula cream liqueur', 'cointreau liqueur']","['layer ingredients , in order , into a shot glass', 'ignite , burn for a few seconds , and extinguish', 'serve']",3
250154,3,blueberry iced tea,2,"['earl grey tea', 'grand marnier', 'amaretto', 'granulated sugar', 'lemon juice']","['blend all ingredients in blender until combined', 'serve over ice in tall glasses with a lemon slice garnish']",5
243155,5,absolute heaven,7,"['absolut mandarin vodka', 'pineapple juice', 'cranberry juice', 'ice']","['add ingredients and shake over ice', 'the taste is very tropical tasting', ""be careful you do not taste the alcohol but it's definately there !"", 'when it says filled with , i always put juice until 3 / 4 of the shaker', 'or until half the shaker if the glace is not there yet', 'gourmetmomma did it in a highball glass', 'she used 1 / 2 cup pineapple juice and 1 ounce of cranberry juice']",4
203873,5,cold shoulder,2,"['apricot brandy', 'orange juice']","['put both ingredients in a martini shaker with ice', 'shake and pour into cocktail glass']",2
214841,5,vanilla chocolate chip coffee,5,"['vanilla vodka', 'white creme de cacao', 'hot coffee', 'whipped cream', 'cocoa powder']","['add the vanilla vodka and creme de cacao to a preheated coffee glass', 'slowly pour the coffee into the glass', 'stir', 'top with whipped cream', 'garnish with a light sprinkle of cocoa powder']",5
264088,5,fruit fantasy,2,"['soho lychee liqueur', 'pineapple juice', 'cranberry juice']","['in a highball glass filled with ice , add soho lychee liqueur , pineapple juice and cranberry juice', 'stir and serve']",3
294327,5,amarula blended  shake,2,"['amarula cream liqueur', 'kahlua', '2% low-fat milk', 'ice']","['using a blender , add amarula , kahlua and milk with 1 cup crushed ice', 'blend until smooth']",4
232376,4,ginger limeade,6,"['cold water', 'sugar', 'fresh ginger', 'lime rind', 'mint leaves', 'fresh lime juice', 'lime wedges']","['combine 1 / 4 cup water , sugar , ginger , rind , and mint leaves in a blender , and process until well blended', 'cover', 'chill for 2 hours', 'add remaining 5 3 / 4 cups water and juice', 'stir to combine', 'garnish with lime wedges , if desired']",7
98221,5,freezer margarita,3,"['limeade', 'water', 'tequila', 'triple sec']","['place everything into a sealable container', 'freeze until firm', 'brake / stir the concoction until its a yummy , slushy drink !']",4
166333,4,orgeat syrup,14,"['blanched almonds', 'water', 'sugar', 'vodka', 'orange flower water']","['place the almonds in a bowl and cover with cold water and allowed them to soak for 30 minutes', 'drain and discard this water , then crush the almonds using a rolling pin , or you could use a food processor to chop them to a fine grind', 'if you need to , you can add some of the water to the food processor', 'transfer the crushed almonds to a large bowl and mix them with the water , let stand for one to two hours', 'place a damp cloth or cheese cloth in a mesh filter , over another bowl , and strain the almond and water mixture squeeze the cloth to extract all the liquid', 'put the chopped almonds back into the almond water , let it stand for another hour and then strain again', 'repeat a third time if you wish', 'this is will get all the oils out of the almonds', 'if you do this , you can cut the soak times to about 15 minutes', 'pour the strained liquid into a pan , discard the almond pulp , add the sugar and cook over gentle heat , stirring constantly', 'remove from the heat when the sugar is completely dissolved', 'allow to cool for 15 minutes and then add the brandy or vodka and the orange flower water', 'store the orgeat in a clean glass bottle', 'once the orgeat has cooled down it is ready to use']",5
183801,5,gallstone shooter,1,"['vodka', 'almond liqueur', 'white creme de cacao']",['gently layer into a shot glass'],3
119694,5,mudslide shooter,3,"['vodka', 'kahlua', 'baileys irish cream']","['fill a rocks glass with ice', 'pour all ingredients in glass', 'serve with a straw']",3
165199,5,champagne with pomegranate syrup and raspberries,3,"['dry champagne', 'pomegranate juice', 'raspberries']","['pour 1 tablespoon juice into the bottom of each champagne flute or coupe', 'carefully pour in the champagne', 'float a few raspberries in each glass , and serve']",3
61623,5,gilligans island,1,"['banana liqueur', 'coconut rum', 'pineapple juice', 'cranberry juice']","['pour ice into a glass , add ingredients , stir']",4
365738,3,cranberry vodka pama martini,3,"['vodka', 'pomegranate liqueur', 'unsweetened cranberry juice']","['pour all ingredients over ice', 'shake over ice', 'serve in a chilled / frosted martini glass']",3
68501,5,poppa drink,6,"['campari', 'vodka', 'orange, juice of', 'seltzer water', 'orange zest']","['fill a drink shaker with ice', 'add campari , vodka , orange juice , and seltzer water', 'shake until well chilled', 'strain into a martini glass', 'garnish with orange zest', 'serve immediately']",5
285731,5,pomegranate   prosecco cocktail,3,"['prosecco', 'pomegranate', 'pomegranate juice']","['cut pomegranate in half and scoop out seeds', 'place seeds in a bowl', 'place several pomegranate seeds in the bottom of a champagne flute , add a splash of juice and fill with champagne']",3
231135,5,cojito  mojito w coconut rum,3,"['fresh mint leaves', 'sugar', 'lime juice', 'malibu rum', 'limes', 'club soda']","['in a pitcher , add the mint , sugar , and lime juice and muddle with a wooden spoon to crush the mint leaves', 'stir in the rum , making sure the sugar has dissolved , then add 4 cups of ice', 'top each tall glass with club soda and garnish with lime slices and make sure some mint goes into each cocktail']",6
244297,0,coquito   puerto rican eggnog,9,"['cream of coconut', 'sweetened condensed milk', 'egg substitute', 'evaporated milk', 'vanilla', 'malibu rum', 'cinnamon', 'nutmeg']","['youll find that upon opening the can of cream of coconut , there is a waxy head that rises to the top of the can', 'gently break through it with your spatula', 'add cream of coconut to the blender and process it for a few minutes until it is smooth , then add the condensed milk , which is thick and creamy', 'this helps to bind the cream of coconut so that it doesnt separate in your coquito later on', 'pour in the egg substitute , the evaporated milk and the vanilla', 'blend till combined', 'stir in the rum to taste , and finish off with a dusting of cinnamon and or nutmeg', 'chill', 'optionally , add rum just before serving']",8
314137,5,southern cross,1,"['irish whiskey', 'tia maria', 'kahlua', 'brewed espresso', 'whipped cream']","['combine coffee with whiskey & liqueurs , top with whipped cream to serve']",5
161976,4,i want candy,4,"['southern comfort', 'amaretto', 'pineapple juice', 'cranberry juice', 'lime juice', 'grenadine', 'lime slice']","['in a large shaker filled with ice add ingredients shake till icy cold', 'pour into shot glasses to have as shooter or into a tall glass filled with ice garnished with a lime slice', 'top with a touch of grenadine for color', 'enjoy !']",7
46821,5,kir royale punch,2,"['brut champagne', 'creme de cassis']","['in a punch bowl , combine champagne and liquer , serve', 'garnish glass with frosted grapes or holly leave etc']",2
328457,5,single strawberry daiquiri,2,"['strawberries', 'lime, juice of', 'sugar', 'rum', 'raspberry liqueur']","['put all ingredients in blender', 'blend until smooth']",5
49310,5,mojito  cuban mint and rum cocktail,5,"['ice', 'fresh spearmint', 'lime juice', 'sugar syrup', 'rum', 'club soda']","['fill a glass 1 / 3 full with crushed ice , and place mint leaves and sugar syrup on top', 'using a muddle stick or wooden pestle , mash them together for about 20 seconds', 'add the rum and club soda and lime juice and stir well', 'garnish with mint sprig , serve , and enjoy !', 'to make sugar syrup , dissolve 1 part sugar into 1 part hot water and boil until thickened']",6
313491,5,comfortable brother,2,"['frangelico', 'southern comfort']","['pour both ingredients into an old-fashioned glass', 'stir briefly , and serve']",2
326819,5,brian s green apple sweet tart cocktail,3,"['vodka', 'pear vodka', 'lemon juice', 'cranberry juice']","['pour everything into a shaker with ice', 'shake and pour contents into a glass', 'enjoy']",4
315839,5,mango bellini,4,"['prosecco', 'mango nectar', 'lime wedges']","['chill the champagne flutes in the freezer for at least 30 minutes', 'pour 2 oz of mango nectar into the bottom of each flute', 'squeeze a lime wedge into each flute', 'top off with the chilled prosecco , to within 1 / 2 inch of the top of the flutes']",3
323108,5,loved up,1,"['gold tequila', 'cointreau liqueur', 'chambord raspberry liquor', 'fresh lime juice', 'orange juice', 'sugar syrup']",['shake all ingredients in an ice filled shaker and strain into a martini glass'],6
248339,5,birthday cake bubble tea,4,"['yellow cake batter', 'fat-free half-and-half', 'tea', 'milk', 'prepared tapioca', 'sugar syrup', 'candy sprinkles', 'nutmeg', 'yellow food coloring', 'vanilla extract', 'sugar-free vanilla syrup', 'ice']","['to make cake batter i used a recipe from this site for cake mix frosting and a recipe for make your own cake mix', 'in the second recipe i omitted adding , leavening and eggs to the cake mix', 'add everything except tapioca and ice to your cocktail shaker , seal tight and shake for 10 seconds', 'place tapioca at the bottom of a tall glass , pour shaken mixture over pearls and serve with bubble tea straw and as much ice as you want']",12
280251,4,57 chevy,2,"['bourbon', 'grand marnier', 'vodka', 'pineapple juice']","['shake the bourbon , grand marnier and vodka', 'pour into a cocktail glass and add pineapple juice to fill']",4
349647,5,hpnotiq lemonade,2,"['hpnotiq liqueur', 'limoncello', 'champagne', 'lime juice']","['pour chilled hpnotiq , lemoncello and champagne into a champagne flute', 'add splash of lime juice']",4
55993,5,orange vodka,4,"['orange', 'sugar', 'vodka']","['peel the orange rind into thin , almost transparent , strips', 'combine with vodka and sugar', 'let stand for 4 days', 'strain and serve ice cold']",3
96572,5,iced nutty butterscotch coffee,2,"['butterscotch schnapps', 'frangelico liqueur', 'fresh coffee', 'cream', 'hazelnuts']","['mix all ingredients together and pour over ice', 'serve']",5
183835,5,base jello shots recipe with fruit floaters,18,"['jello gelatin', 'boiling water', 'cold water', 'vodka', 'paper cups', 'fruit juice', 'berries']","['to make this easier , you may want to have a two quart pitcher with a handle and a pour spout to mix it with and then to pour it into the shot cups', 'first boil the water and then put it in the pitcher', 'then add the package of gelatin', 'stir , or shake , if your container has a tight fitting lid , to dissolve', 'add cold water or equivalent amount of ice , fruit juice , and then liquor', 'definitely use ice instead of the cold water if you are having the party in less than 4 hours because it will solidify faster', 'taste to ensure there is enough liquor and consider adding more', 'if you use a citrus juice then you can add more liquor', 'do not use pineapple juice , it will interfere with the gelatin setting', 'pour the mixture into 3 oz dixie cups , filling 2 / 3 full', 'i normally lay down a sheet of wax paper , and then pour the cups and place them on a cookie sheet', 'if you do two batches you can place the cookie sheets on top of each other in the fridge', 'drop small fruit slices or an individual berry into each shot cup for a classy touch', 'then chill for at least 3 hours', ""to bring them to your friend's party , find a cardboard box"", 'fill the bottom layer with shots', 'lay another piece of cardboard on top of that layer and fill that layer with shots , and so on', 'they should make the journey with no problems']",7
292140,4,casco bay lemonade,5,"['citrus-infused vodka', 'prepared sweet-and-sour mix', 'cranberry juice', 'carbonated lemon-lime beverage']","['pour the citrus vodka , sweet and sour mix and cranberry juice into a cocktail shaker half-filled with ice cubes', 'shake well', 'strain into a collins glass almost filled with ice cubes', 'top with lemon-lime soda', 'float a lemon slice on top , and serve']",4
504664,5,havana cooler,2,"['white rum', 'ice cubes', 'mint leaf', 'ginger ale']","['combine rum , ice cubes and mint in a short glass', 'top with ginger ale']",4
279527,5,apple cake shooter,2,"['apple liqueur', 'vanilla vodka', 'cinnamon']","['shake all ingredients with ice in a cocktail shaker', 'strain into a shot glass']",3
80079,5,cider tea,8,"['boiling water', 'tea bags', 'apple cider', 'honey', 'orange slice']","['place tea bags in a saucepan', 'pour boiling water over tea bags', 'cover and steep 8 minutes', 'remove tea bags', 'add in cider and honey', 'stir to combine', 'serve either warm or over ice', 'garnish with orange slices']",5
299915,4,vanilla s in the mist,4,"['vanilla vodka', 'lemon-lime flavored soda', 'ice']","['fill high ball glass halfway with ice', 'pour in vanilla vodka', 'top off with sierra mist or sierra mist free', 'yum !']",3
157691,5,oyster shooter  adult beverage,3,"['vodka', 'tomato juice', 'seafood cocktail sauce', 'worcestershire sauce', 'tabasco sauce', 'oyster']","['pour tomato juice onto the vodka , float the cocktail sauce', 'dash sauces to taste', 'drop in oyster !']",6
102005,5,fall spice cordial,9,"['light brown sugar', 'white sugar', 'apple juice', 'real vanilla extract', 'ground cinnamon', 'ground ginger', 'ground nutmeg', 'ground cloves', 'ground allspice', 'orange rind', 'brandy', 'vodka']","['bring brown sugar , white sugar and apple juice to a boil over medium-high heat', 'add cinnamon , ginger , nutmeg , cloves , allspice and orange peel', 'boil for 4 minutes and remove from heat', 'let stand until just warm', 'transfer to a clean 1 qt aging vessel', 'add vanilla , brandy and vodka', 'cover tightly and let stand for 1-4 weeks', 'filter through paper towels or coffee filters , then pour into tight-sealing , pretty bottles', 'makes a great holiday gift']",12
423593,4,laila cocktail,3,"['lime wedges', 'strawberries', 'blueberries', 'mango puree', 'raspberry vodka']","['muddle the lime wedges , berries , and mango puree in the bottom of a cocktail shaker', 'add the vodka with some ice cubes and shake vigorously', 'double strain into a chilled martini glass and garnish with 3 extra blueberries on a cocktail stick']",5
90058,5,frozen raspberry margarita,3,"['tequila', 'raspberry schnapps', 'frozen limeade concentrate', 'ice cube']","[""pour tequila , sting's sour raspberry schnapps , limeade into blender"", 'add ice cubes until about 2 inches from top and blend all together', 'serve in an unsalted glass']",4
33913,5,poinsettia,2,"['champagne', 'triple sec', 'cranberry juice']","['pour into a fluted champagne glass', 'stir and serve']",3
498523,4,zen wine spritzer,3,"['zinfandel', 'diet lemon-lime soda', 'ice', 'lemon juice']","['pour 2 ounces of wine in a pretty wine goblet filled with crushed ice', 'add lemon juice', 'fill the rest of the goblet with the soda']",4
242165,4,red wine sangria,3,"['wine', 'brandy', 'triple sec', 'simple syrup', 'oranges', 'peaches']","['combine all ingredients in a large pitcher', 'refrigerate at least 24 hours before serving', 'serve very cold']",6
343810,5,blueberry daiquiris,3,"['blueberries', 'simple syrup', 'fresh lemon juice', 'ice', 'rum', 'fresh lime juice']","['combine first 3 ingredients in a blender , and process until smooth', 'strain mixture through a sieve into a bowl , and discard solids', 'combine blueberry mixture , 3 cups crushed ice , rum , and lime juice in blender , and process until smooth']",6
356449,5,mom s naughty oj slush,4,"['water', 'vodka', 'sugar', 'frozen orange juice concentrate', 'frozen lemonade concentrate', '7-up']","['dissolve sugar in water', 'add concentrates and vodka', 'freeze', 'scoop out of frozen container into a cup and add 7-up , stir , enjoy !']",6
